day,campaign,channel,partner,ad,impr,clicks,spend,engagement,sales,revenue
2024-02-11,Brand Awareness,Email,Klaviyo,Why Choose Us,13251,3244,20.01,1008,126,12548.22
2024-02-11,Brand Awareness,VIDEO,YouTube,Hero Brand,102920,771,1918.84,24366,14,1441.92
2024-02-11,BrandAwareness,vid,YouTube,Our Story,93951,732,1701.68,26230,8,912.92
2024-02-11,Brand Awareness,Video,YouTube,Why Choose Us,88037,797,1537.91,21465,16,1422.75
2024-02-11,Brand Awareness,Video,Connected TV,Hero Brand,52873,495,946.13,11026,9,840.47
2024-02-11,Brand Awareness,Video,Connected TV,Our Story,45769,334,858.3,11140,6,638.26
2024-02-11,Brand Awareness,Video,Connected TV,Why Choose Us,55413,506,956.89,17122,8,716.49
2024-02-11,Valentine's Promo,SEM,Google,Hearts and Savings,26691,1271,601.67,390,66,7731.960011368995
2024-02-11,Valentine's Promo,Paid Search,Google,Gift Guide,26874,1088,606.44,359,84,9880.92
2024-02-11,Valentine's Promo,PaidSearch,Google Ads,Last Chance Love,31747,1615,725.5,304,100,10841.83
2024-02-11,Valentine's Promo,Paid Search,Bing,Hearts and Savings,307,8153,182.89,119,21,2519.840059137642
2024-02-11,Valentine's Promo,PaidSearch,Microsoft Ads,Gift Guide,7363,367,169.77,91,25,2677.9
2024-02-11,Valentine's Promo,Paid Search,Bing,Last Chance Love,8627,358,181.16,86,26,2789.71
2024-02-11,Valentine's Promo,Paid Social,Facebook,Hearts and Savings,76854,1164,764.66,3093,21,1838.6200022287887
11-02-2024,Valentine's Promo,Paid Social,Facebook,Gift Guide,85177,1459,873.63,3659,45,3614.53
2024-02-11,Valentine's Promo,PaidSocial,Facebook,Last Chance Love,84476,1703,815.96,3014,35.0,2469.75
2024-02-11,Valentine's Promo,Social Ads,Insta,Hearts and Savings,51238,1036,508.3,1542,21,1501.52
2024-02-11,Valentine's Promo,Paid Social,Instagram,Gift Guide,54438,956,555.25,1723,28,2443.21
2024-02-11,Valentine's Promo,Paid Social,Instagram,Last Chance Love,1104,60690,631.23,2411,36,3027.83
2024-02-11,Valentine's Promo,Paid Social,TT,Hearts and Savings,30690,543,316.99,1221,15,1125.05
2024-02-11,Valentine's Promo,Paid Social,TikTok,Gift Guide,501,31604,326.680087116817,1167,11,930.76
2024-02-11,Valentine's Promo,Social,TikTok,Last Chance Love,702,35268,364.52,1136,16.0,1419.28
2024-02-11,Valentine's Promo,display ads,google_display_network,Hearts and Savings,164788,702,664.52,946,6,374.1700062980366
2024-02-11,valentine's promo,Display,Google Display Network,Gift Guide,175642,888,727.66,904,9,677.09
2024-02-11,Valentine's Promo,Display,Google Display Network,Last Chance Love,174663,972,667.41,733,14,1098.4
2024-02-11,Valentine's Promo,display,The Trade Desk,Hearts and Savings,95513,400,395.74000343310445,487,3,218.53
2024-02-11,Valentine's Promo,Display,The Trade Desk,Gift Guide,91678,462,351.81,403,5,395.44
2024-02-11,Valentine's Promo,Display,The Trade Desk,Last Chance Love,90711,452,375.1,371,6,457.76
2024-02-11,Valentine's Promo,EMAIL,Mailchimp,Hearts and Savings,14028,2572,20.92,1105,116,9733.39
2024-02-11,Valentine's Promo,Email,Mailchimp,Gift Guide,16533,3423,25.25000706259604,1689,129,10649.4
2024-02-11,Valentine's Promo,Email,Mailchimp,Last Chance Love,13737,2393,20.95,858,119,9814.41
2024-02-11,ValentinesPromo,EMAIL,Klaviyo,Hearts and Savings,12189,2797,18.85,1042,88,7663.41
2024-02-11,Valentine's Promo,Email,Klaviyo,Gift Guide,14116,2535,21.77,1180,98,10219.34
2024-02-11,ValentinesPromo,E-Mail,klaviyo,Last Chance Love,13491,2940,20.68,1376,109,11004.5
2024-02-11,Valentine's Promo,Video,YT,Hearts and Savings,100761,807,1775.59,23023,10,1034.0100070451938
2024-02-11,Valentine's Promo,Video,YouTube,Gift Guide,86154,730,1556.98,19631,11,1212.2
2024-02-11,valentines_promo,Video,YouTube,Last Chance Love,770,86214,1519.1,23321,8,786.49
2024-02-11,Valentine's Promo,Video Ads,connected_tv,Hearts and Savings,45083,352,773.05,12066,3,284.09
2024-02-11,valentines_promo,Video,CTV,Gift Guide,47578,359,842.83,11292,5,514.6
2024-02-11,Valentine's Promo,Video,Connected TV,Last Chance Love,49519,405,867.7900046458383,10412,5,468.36
2024-02-12,brand_awareness,Paid Search,google,Hero Brand,1840,37814,820.78,526,133.0,15107.01
2024-02-12,Brand Awareness,Paid Search,Google,Our Story,35162,1742,783.23,327,89,10219.02
12-02-2024,brand_awareness,Search,google,Why Choose Us,42881,2013,954.52,588,88,10771.53
2024-02-12,Brand Awareness,Paid Search,Bing Ads,Hero Brand,11506,612,263.88,116,28,3073.85
2024-02-12,Brand Awareness,Paid Search,BING,Our Story,9931,394,216.12,139,18,2159.55
2024-02-12,Brand Awareness,Paid Search,Bing,Why Choose Us,11220,424,249.94,118,31,3304.03
2024-02-12,brand awareness,Paid Social,Facebook,Hero Brand,76009,1367,792.84,2910,32,2831.7
2024-02-12,Brand Awareness,Paid Social,FACEBOOK,Our Story,69090,1048,674.86,2172,20,1736.75
2024-02-12,Brand Awareness,Paid Social,FACEBOOK,Why Choose Us,70585,1176,682.62,2778,33,2893.16
2024-02-12,Brand Awareness,Paid Social,Instagram,Hero Brand,46133,728,449.46,1682,21,1653.94
2024-02-12,Brand Awareness,Paid Social,Instagram,Our Story,49729,904,483.06,1709,27.0,1936.48
02/12/2024,Brand Awareness,Paid Social,Instagram,Why Choose Us,51407,1032,503.36,2424,25,1960.63
2024-02-12,Branding,Paid Social,TikTok,Hero Brand,28795,566,298.5,843,13,979.36
02/12/2024,Brand Awareness,Paid Social,TikTok,Our Story,28309,480,288.28,964,15,1381.8200010766031
2024-02-12,Brand Awareness,Paid Social,TikTok,Why Choose Us,24055,368,237.6,873,8,614.79
2024-02-12,Brand Awareness,Display,Google Display Network,Hero Brand,188347,1048,753.78,1138,14,1077.79
2024-02-12,Brand Awareness,Display,GDN,Our Story,179142,913,716.64,751,14,957.06
2024-02-12,Brand Awareness,Display,Google Display Network,Why Choose Us,205962,1017,851.180021697874,804,13,806.14
2024-02-12,Brand Awareness,DISPLAY,Trade Desk,Hero Brand,118462,497,490.57,514,7,459.99
2024-02-12,Brand Awareness,Display,The Trade Desk,Our Story,120590,571,498.21,529,6,459.07
2024-02-12,BrandAwareness,Display,The Trade Desk,Why Choose Us,110513,497,426.2,442,4,296.63
2024-02-12,Brand Awareness,Email,Mailchimp,Hero Brand,26146,5927,40.35,2191,264,23052.54
2024-02-12,Brand Awareness,Email,Mailchimp,Our Story,5841,26564,38.64,1869,231.0,20998.59
2024-02-12,Brand Awareness,Email,MAILCHIMP,Why Choose Us,5798,24272,37.7,2212,310,33493.07
2024-02-12,Brand Awareness,Email,Klaviyo,Hero Brand,21829,4592,33.59000779310611,1635,180,17081.52
2024-02-12,BrandAwareness,Email,KLAVIYO,Our Story,21261,4315,32.06,2060,223,18265.34
2024-02-12,Brand Awareness,Email,Klaviyo,Why Choose Us,19650,4602,30.94000191061579,1232,147,15291.62
2024-02-12,Brand Awareness,Video,YouTube,Hero Brand,94996,658,1726.55,29363,8,785.96
2024-02-12,Brand Awareness,Video Ads,YouTube,Our Story,104052,893,1828.71,23663,18,1626.53
2024-02-12,Brand Awareness,video,YouTube,Why Choose Us,856,110400,1888.45,29856,11,1077.54
2024-02-12,Brand Awareness,Video,Connected TV,Hero Brand,60357,419,1038.4,13938,4,361.88
2024-02-12,Brand Awareness,Video,Connected TV,Our Story,56755,498,999.81,14756,6,593.09
2024-02-12,brand awareness,Video,Connected TV,Why Choose Us,56097,503,1018.49,16139,7,643.44
2024-02-12,Valentine's Promo,Paid Search,google,Hearts and Savings,41619,2218,925.38,500,102,11860.12
2024-02-12,Valentine's Promo,Search,Google,Gift Guide,37943,1694,800.7100528803808,554,117,15285.77
2024-02-12,valentines_promo,paid search,Google Ads,Last Chance Love,37552,1739,818.48,506,129,15817.84
2024-02-12,Valentine's Promo,SEM,Microsoft Ads,Hearts and Savings,514,11886,261.29,135,30,3848.76
2024-02-12,Valentine's Promo,Paid Search,Bing,Gift Guide,9929,488,210.06003818964987,97,35.0,3532.76
2024-02-12,Valentines,Paid Search,Bing Ads,Last Chance Love,9918,405,228.89,120,20,2282.54
2024-02-12,Valentine's Promo,Paid Social,Facebook,Hearts and Savings,74957,1149,777.4,2175,23,1860.89
2024-02-12,valentines_promo,Paid Social,FACEBOOK,Gift Guide,65665,1286,630.38,2090,27,2478.02
2024-02-12,ValentinesPromo,Paid Social,Facebook,Last Chance Love,66248,1328,663.08,2118,36,2939.06
2024-02-12,Valentine's Promo,Paid Social,Instagram,Hearts and Savings,51112,895,514.26,2333,24,2253.71
2024-02-12,Valentine's Promo,Social,INSTAGRAM,Gift Guide,50931,847,532.9,1563,19,1583.49
2024-02-12,Valentine's Promo,Paid Social,Instagram,Last Chance Love,50505,1067,519.2000623954763,1768,23,2091.29
2024-02-12,Valentine's Promo,Social,TikTok,Hearts and Savings,29854,583,299.39,1081,12,1026.84
2024-02-12,Valentine's Promo,Paid Social,Tik Tok,Gift Guide,434,27910,268.01,991,12,841.73
2024-02-12,valentines_promo,paid social,TikTok,Last Chance Love,29264,528,307.07,1156,10,768.18
2024-02-12,Valentine's Promo,display ads,Google Display Network,Hearts and Savings,188275,1088,769.27,919,11,865.02
2024-02-12,Valentine's Promo,Display,Google Display Network,Gift Guide,180673,935,727.95,1103,10,746.89
2024-02-12,Valentine's Promo,Display,Google Display Network,Last Chance Love,198663,1125,807.11,1157,14,1086.47
2024-02-12,Valentine's Promo,display,TradeDesk,Hearts and Savings,120073,638,492.83,706,5,362.4
2024-02-12,Valentine's Promo,display ads,The Trade Desk,Gift Guide,103723,571,418.18,554,7,450.62
2024-02-12,Valentine's Promo,Display,TradeDesk,Last Chance Love,115156,533,473.17,687,6,469.88
2024-02-12,valentines_promo,Email,Mailchimp,Hearts and Savings,28207,6890,43.96,1860,348,36485.65
2024-02-12,Valentine's Promo,Email,Mailchimp,Gift Guide,24255,5607,37.39,1919,244,26660.93
2024-02-12,Valentines,Email Marketing,Mailchimp,Last Chance Love,23206,5087,33.15000310167812,1957,169.0,16906.57
2024-02-12,Valentine's Promo,Email Marketing,Klayvio,Hearts and Savings,21040,4287,32.80000040354664,1847,144,12645.81
2024-02-12,Valentine's Promo,Email,Klaviyo,Gift Guide,21573,5337,31.48,1863,200,20136.25000050493
2024-02-12,Valentine's Promo,Email,Klaviyo,Last Chance Love,23339,5166,36.4,1933,237,23169.41
2024-02-12,Valentine's Promo,Video,YouTube,Hearts and Savings,92619,825,1631.25,17749,11,1090.86
2024-02-12,Valentine's Promo,Video,YouTube,Gift Guide,108862,1021,2038.34,28679,15,1314.24
2024-02-12,Valentine's Promo,video,YOUTUBE,Last Chance Love,112407,991,2004.35,32434,16.0,1458.98
2024-02-12,Valentine's Promo,VIDEO,Connected TV,Hearts and Savings,58582,400,1059.81,15483,5,529.94
2024-02-12,Valentine's Promo,VIDEO,Connected TV,Gift Guide,62136,446,1125.3600006966178,18290,5,560.58
2024-02-12,Valentine's Promo,Video,Connected TV,Last Chance Love,61578,539,1142.46,14239,7,804.78
2024-02-13,Brand Awareness,Paid Search,Google,Hero Brand,35968,1859,813.23,409,90,10899.130006234816
2024-02-13,Brand Awareness,Paid Search,Goog,Our Story,42170,2184,906.58,606,164,21282.54000056633
02.13.2024,Brand Awareness,Paid Search,GOOGLE,Why Choose Us,36387,1825,760.57,473,114,13857.140026860021
2024-02-13,Brand Awareness,Paid Search,Bing,Hero Brand,12253,541,283.00000046425447,118,43.0,4902.28
2024-02-13,brand_awareness,paid search,Bing,Our Story,10364,404,221.02,131,29,3753.93
2024-02-13,Brand Awareness,Paid Search,Bing,Why Choose Us,9891,527,214.89,92,35,3609.75
2024-02-13,Brand Awareness,Paid Social,Facebook,Hero Brand,70889,1079,725.74,2093,26,1925.53
2024-02-13,Brand Awareness,Paid Social,facebook,Our Story,70884,1136,714.69,2617,27,1977.31
2024-02-13,Brand Awareness,Paid Social,Facebook,Why Choose Us,72541,1174,709.44,2090,30,2417.71
2024-02-13,Brand Awareness,paid social,Instagram,Hero Brand,44784,708,457.44003038958317,1658,14,1114.67
2024-02-13,Brand Awareness,Paid Social,Instagram,Our Story,51381,981,518.76,1800,26,1871.0900060733243
2024-02-13,Brand Awareness,Paid Social,Insta,Why Choose Us,51488,1001,531.67,2370,32,3003.42
02.13.2024,Brand Awareness,Paid Social,TikTok,Hero Brand,27639,574,264.42,1196,10.0,927.4
2024-02-13,Brand Awareness,Paid Social,Tik Tok,Our Story,466,28352,296.85,914,11,790.83
2024-02-13,brand awareness,Paid Social,TikTok,Why Choose Us,24813,515,244.6,1145,11,1014.52
2024-02-13,Brand Awareness,Display,Google Display Network,Hero Brand,180928,893,754.63,888,8,661.73
2024-02-13,Branding,Display,Google Display Network,Our Story,203447,1082,779.49,846,12,791.13
2024-02-13,Brand Awareness,Display,Google Display Network,Why Choose Us,181843,1015,762.25,826,11.0,802.96
2024-02-13,Brand Awareness,Display,TTD,Hero Brand,126568,604,490.6,616,8,583.81
2024-02-13,Brand Awareness,Banner,The Trade Desk,Our Story,108323,559,443.08,451,7,435.63
2024-02-13,BrandAwareness,Display,The Trade Desk,Why Choose Us,123507,571,471.45,715,6,404.1
2024-02-13,brand awareness,Email,MailChimp,Hero Brand,23236,4794,35.49,2221,189.0,18330.06
2024-02-13,Brand Awareness,Email,MAILCHIMP,Our Story,28700,6905,44.09,2352,292.0,31523.42
02.13.2024,Branding,Email,Mailchimp,Why Choose Us,23375,5498,35.55,2279,285,28090.46
2024-02-13,Brand Awareness,Email,Klaviyo,Hero Brand,22969,4132,33.4,1901,222,19212.47
2024-02-13,brand awareness,Email,Klaviyo,Our Story,21532,4903,32.27,1969,219,19345.43
2024-02-13,Brand Awareness,email,KLAVIYO,Why Choose Us,20918,4908,32.55,1749,252,26718.2
2024-02-13,BrandAwareness,Video,YouTube,Hero Brand,825,96808,1710.91,18874,11,1206.240007806251
2024-02-13,Brand Awareness,Video,YouTube,Our Story,116516,772,2157.19,31027,13,1297.63
2024-02-13,Brand Awareness,vid,YouTube,Why Choose Us,1031,109489,1961.65,30713,15,1731.13
2024-02-13,Brand Awareness,Video,Connected TV,Hero Brand,52923,408,979.280000725541,11110,7,685.1000789721664
2024-02-13,Brand Awareness,vid,ConnectedTV,Our Story,403,49754,858.35,14848,5,529.76
2024-02-13,Brand Awareness,video,Connected TV,Why Choose Us,54170,380,1023.0500003259402,15047,6,522.92
2024-02-13,Valentine's Promo,Paid Search,Google,Hearts and Savings,38009,2056,872.74,498,120,12674.65000046862
2024-02-13,Valentine's Promo,Paid Search,Google,Gift Guide,35519,1722,815.57,335,111,12419.76
2024-02-13,Valentines,Paid Search,Google,Last Chance Love,38606,1748,857.33,356,114,14551.99
2024-02-13,valentines_promo,paid search,Bing,Hearts and Savings,10542,472,234.45,113,30,3026.17
2024-02-13,Valentine's Promo,Paid Search,bing,Gift Guide,10247,537,215.01,112,23,2799.63
2024-02-13,valentines_promo,Paid Search,Bing,Last Chance Love,11777,573,260.19,174,37,4616.7
2024-02-13,Valentine's Promo,Paid Social,Facebook,Hearts and Savings,68868,1146,663.2,3117,26,2282.5800008464626
2024-02-13,valentine's promo,Social,Facebook,Gift Guide,68948,1298,699.63,2336,32,2659.97
2024-02-13,Valentine's Promo,Paid Social,facebook,Last Chance Love,68051,1361,708.61,2838,34,2668.3400022363517
2024-02-13,ValentinesPromo,Paid Social,Instagram,Hearts and Savings,896,43622,431.93,1566,19,1683.78
2024-02-13,Valentine's Promo,Paid Social,IG,Gift Guide,49041,732,496.08,1653,22,2054.86
2024-02-13,Valentine's Promo,Paid Social,Instagram,Last Chance Love,42311,796,443.14,1603,21,1662.32
2024-02-13,Valentine's Promo,Social Ads,TikTok,Hearts and Savings,24925,468,259.6,949,13,955.32
2024-02-13,Valentine's Promo,Social Ads,TikTok,Gift Guide,29394,494,296.2,1113,14.0,1248.06
2024-02-13,Valentine's Promo,Paid Social,TT,Last Chance Love,27422,525,260.53,1116,15,1337.9
2024-02-13,Valentine's Promo,Display,Google Display Network,Hearts and Savings,179476,960,745.4,970,14,1085.28
2024-02-13,Valentine's Promo,Display,Google Display Network,Gift Guide,976,180431,709.5900591209572,882,8,605.9
2024-02-13,Valentine's Promo,Banner,Google Display,Last Chance Love,170547,975,660.08,957,14,937.94
2024-02-13,Valentine's Promo,Display,The Trade Desk,Hearts and Savings,104928,529,418.06,496,4,316.21
2024-02-13,Valentine's Promo,Display,The Trade Desk,Gift Guide,116617,517,454.65,714,6,463.02
2024-02-13,Valentine's Promo,Display,The Trade Desk,Last Chance Love,123033,679,508.39,529,10,729.98
2024-02-13,Valentine's Promo,Email,Mailchimp,Hearts and Savings,28537,6149,41.11004355311921,2228,221,22390.11
2024-02-13,Valentine's Promo,E-Mail,mailchimp,Gift Guide,28627,5333,44.06,2608,282,24456.02
2024-02-13,valentines_promo,Email,Mailchimp,Last Chance Love,5808,28809,45.24,1974,309,27186.93
2024-02-13,Valentine's Promo,Email,Klaviyo,Hearts and Savings,22291,4417,33.8,1998,141,14999.72
2024-02-13,valentines_promo,Email,KLAVIYO,Gift Guide,23543,4243,36.06,1804,127.0,12725.35
2024-02-13,Valentine's Promo,Email,Klayvio,Last Chance Love,21393,5230,33.53,1805,155,14078.45
2024-02-13,Valentine's Promo,Video,YouTube,Hearts and Savings,104629,891,1944.5,23001,11,1165.13
2024-02-13,Valentine's Promo,Video,YouTube,Gift Guide,95366,811,1718.7000086331068,25254,16,1442.62
2024-02-13,Valentines,Video Ads,YouTube,Last Chance Love,830,104464,1795.1500194298103,26925,14,1463.12
2024-02-13,Valentine's Promo,Video,Connected TV,Hearts and Savings,53373,355,993.24,11637,5,483.26
2024-02-13,Valentine's Promo,Video,ConnectedTV,Gift Guide,55876,419,988.45,11450,7,685.32
2024-02-13,Valentine's Promo,Video,ctv,Last Chance Love,61740,550,1108.64,18466,8,751.9000427214394
2024-02-14,Brand Awareness,Paid Search,GOOGLE,Hero Brand,38945,2018,817.87,574,107,13938.87
2024-02-14,Brand Awareness,Paid Search,GOOGLE,Our Story,41522,2008,877.78,610,146,14825.69
2024-02-14,Branding,Search,Google,Why Choose Us,38256,1732,851.37,561,83,10063.54
2024-02-14,brand_awareness,Paid Search,Bing,Hero Brand,11109,430,250.08,108,26,2857.86
2024-02-14,Brand Awareness,Paid Search,Bing,Our Story,526,10188,224.74000556709296,144,29,3075.82
2024-02-14,Branding,Paid Search,Bing,Why Choose Us,10207,440,231.49,141,26,2661.5200532454437
2024-02-14,Brand Awareness,Paid Social,facebook,Hero Brand,65968,1304,660.1,2873,32,2578.5
2024-02-14,BrandAwareness,Paid Social,Facebook,Our Story,65541,1038,654.93,2288,24,2110.17
2024-02-14,Brand Awareness,Paid Social,facebook,Why Choose Us,71668,1309,705.1800812675142,2843,43,3839.75
2024-02-14,Branding,paid social,Instagram,Hero Brand,877,45272,457.87002651144076,1443,17,1585.54
2024-02-14,Branding,Paid Social,Instagram,Our Story,52012,1093,536.3700004692979,1905,25,1826.22
2024-02-14,Brand Awareness,PaidSocial,instagram,Why Choose Us,1051,51336,489.89,2244,25,1883.690001574054
2024-02-14,Brand Awareness,Paid Social,Tik Tok,Hero Brand,28224,459,295.18,874,14,1279.9300642541857
2024-02-14,Brand Awareness,Paid Social,TikTok,Our Story,586,29400,304.83,876,10,780.620061724479
2024-02-14,Brand Awareness,Paid Social,TIKTOK,Why Choose Us,24210,389,245.32,945,8,577.35
2024-02-14,Brand Awareness,display ads,google display,Hero Brand,176882,996,709.28,832,12,992.33
2024-02-14,Brand Awareness,Display,google display,Our Story,185230,926,766.8800346895026,1153,9,638.09
2024-02-14,Brand Awareness,Display,Google Display Network,Why Choose Us,191766,938,801.54,1027,8,490.7000033647328
2024-02-14,Brand Awareness,Display,Trade Desk,Hero Brand,553,110133,451.05,459,6,394.31
2024-02-14,Brand Awareness,Display Ads,Trade Desk,Our Story,126310,637,520.67,528,7,551.83
2024-02-14,Brand Awareness,display,The Trade Desk,Why Choose Us,534,120257,460.0,511,5,396.85
2024-02-14,Brand Awareness,Email,MAILCHIMP,Hero Brand,22990,4488,33.08,1769,132,11112.78
2024-02-14,brand awareness,Email,Mailchimp,Our Story,24478,4700,35.47,2225,193,15883.45
2024-02-14,Brand Awareness,Email,Mailchimp,Why Choose Us,23979,4984,36.04,1560,203,21165.470008242803
2024-02-14,Brand Awareness,email,Klaviyo,Hero Brand,23381,4874,34.44,2153,187,18639.93
2024-02-14,brand awareness,Email,Klaviyo,Our Story,4268,21251,33.03,2127,160,15906.560005551673
2024-02-14,brand awareness,EMAIL,KLAVIYO,Why Choose Us,21390,4937,32.630069256830566,1713,257.0,25070.2
2024-02-14,Brand Awareness,Video,YouTube,Hero Brand,110916,852,2006.350000183043,23781,13,1175.2100078287435
14-02-2024,Brand Awareness,Video,Youtube,Our Story,703,104337,1913.28,22592,13,1416.82
2024-02-14,Brand Awareness,Video,YouTube,Why Choose Us,978,115867,2182.92,36292,19,1836.73
2024-02-14,Brand Awareness,Video,Connected TV,Hero Brand,52157,428,945.1,14063,7,795.73
2024-02-14,Brand Awareness,Video,Connected TV,Our Story,544,62791,1164.08,17270,9,956.65
2024-02-14,Brand Awareness,Video,Connected TV,Why Choose Us,431,53022,929.24,11266,7,757.37
2024-02-14,Valentine's Promo,Paid Search,GOOGLE,Hearts and Savings,37216,1759,851.05,380,112,12455.0
2024-02-14,Valentine's Promo,PaidSearch,Google,Gift Guide,38865,1780,867.39,521,135,14586.46
2024-02-14,Valentine's Promo,Paid Search,Google,Last Chance Love,42580,1810,978.1600006892485,529,96,10491.64
2024-02-14,Valentine's Promo,PaidSearch,Bing,Hearts and Savings,12016,607,267.29001781093547,160,30,3483.530004164427
2024-02-14,Valentine's Promo,Paid Search,Bing,Gift Guide,12054,626,263.56,121,31,3185.99
2024-02-14,Valentine's Promo,Paid Search,Bing,Last Chance Love,417,9989,228.57,117,26,3065.8800536540593
2024-02-14,Valentine's Promo,Paid Social,Facebook,Hearts and Savings,62464,1120,649.34,2168,30,2503.03
2024-02-14,Valentines,PaidSocial,Facebook,Gift Guide,75728,1237,730.72,3327,37,2668.61000259259
2024-02-14,Valentine's Promo,Social,facebook,Last Chance Love,73716,1277,758.58,3309,34,2514.72
2024-02-14,ValentinesPromo,Paid Social,Insta,Hearts and Savings,852,51704,519.84,2069,27,2469.6
2024-02-14,Valentine's Promo,Paid Social,IG,Gift Guide,47559,857,478.8700002129693,1671,18,1582.26
2024-02-14,valentines_promo,Paid Social,Instagram,Last Chance Love,49676,853,497.47,1590,24,1905.62
2024-02-14,Valentine's Promo,Paid Social,TikTok,Hearts and Savings,492,24387,249.98,1157,14,1045.37
2024-02-14,Valentine's Promo,Social Ads,TikTok,Gift Guide,431,25809,269.0,1052,13,1179.59
2024-02-14,Valentine's Promo,Paid Social,TikTok,Last Chance Love,429,27744,265.41,1230,8,598.94
2024-02-14,valentine's promo,Display,Google Display,Hearts and Savings,195805,1119,812.01,745,10.0,736.67
2024-02-14,valentines_promo,Display,Google Display Network,Gift Guide,198089,1072,799.24,915,9,609.66
2024-02-14,Valentine's Promo,Display,Google Display Network,Last Chance Love,184666,974,756.02,781,12,785.29
2024-02-14,valentine's promo,display ads,TradeDesk,Hearts and Savings,100264,486,399.86,428,6,379.24
2024-02-14,Valentine's Promo,Display,The Trade Desk,Gift Guide,126548,551,483.33000055395866,522,5,328.38
14-02-2024,Valentine's Promo,Banner,The Trade Desk,Last Chance Love,103354,551,421.7,506,6,452.76
2024-02-14,valentines_promo,Email,Mailchimp,Hearts and Savings,23281,5075,35.78000042642767,1516,163,15191.220000196505
2024-02-14,Valentine's Promo,eMail,Mailchimp,Gift Guide,23756,4415,34.28,2163,179,18333.61
2024-02-14,ValentinesPromo,Email,Mailchimp,Last Chance Love,27087,6559,41.69,2701,225,22396.87
2024-02-14,Valentine's Promo,Email,Klaviyo,Hearts and Savings,22510,3939,34.01,1782,149,14459.12
2024-02-14,Valentine's Promo,eMail,Klaviyo,Gift Guide,22155,4577,34.48,2099,224.0,18946.94
2024-02-14,Valentine's Promo,E-Mail,Klaviyo,Last Chance Love,22688,4390,32.67,1659,216,21874.67
2024-02-14,Valentine's Promo,video,YouTube,Hearts and Savings,108287,754,1917.4200006369042,20830,13,1517.73
2024-02-14,Valentine's Promo,Video,youtube,Gift Guide,96297,711,1669.01,28730,11.0,1189.53
2024-02-14,Valentine's Promo,Video,Youtube,Last Chance Love,951,101762,1872.3,30356,11,1203.49
2024-02-14,valentine's promo,Video,Connected TV,Hearts and Savings,58713,521,1026.67,16221,8,724.98
2024-02-14,Valentine's Promo,Video Ads,Connected TV,Gift Guide,59248,473,1014.96,12065,9,812.98
2024-02-14,valentine's promo,Video,Connected TV,Last Chance Love,53555,416,950.4,12472,6,576.56
2024-02-15,Brand Awareness,Paid Search,google,Hero Brand,43759,1804,917.17,641,137,17516.77
2024-02-15,Brand Awareness,Paid Search,Google,Our Story,35196,1904,807.62,405,108,11451.58
2024-02-15,Brand Awareness,PaidSearch,Google Ads,Why Choose Us,37151,1705,781.3900006881204,467,77,9682.52
2024-02-15,Brand Awareness,Paid Search,Bing,Hero Brand,12449,558,283.79,113,28,2933.77
2024-02-15,Brand Awareness,Paid Search,Bing Ads,Our Story,10614,514,242.87,117,27,3533.96
2024-02-15,Brand Awareness,Paid Search,Bing,Why Choose Us,12083,592,269.6,124,41,4526.6100004970085
2024-02-15,Brand Awareness,Paid Social,Facebook,Hero Brand,48035,747,485.93,2197,18,1474.4
2024-02-15,Brand Awareness,Social,Meta,Our Story,56185,1062,554.47,2554,24,1711.11
2024-02-15,Brand Awareness,Paid Social,Facebook,Why Choose Us,50404,965,529.14,1792,23,1700.69
2024-02-15,Brand Awareness,Social Ads,INSTAGRAM,Hero Brand,32994,589,316.950027690356,1464,13,1044.95
2024-02-15,Brand Awareness,paid_social,Instagram,Our Story,31851,584,327.08,1390,15,1059.79
2024-02-15,Brand Awareness,paid_social,Instagram,Why Choose Us,643,31143,320.54,1215,12,954.08
2024-02-15,Branding,paid social,TIKTOK,Hero Brand,21508,329,207.81,823,8,659.32
2024-02-15,BrandAwareness,Paid Social,TikTok,Our Story,21745,415,216.31,680,7,611.85
2024-02-15,Brand Awareness,Paid Social,TikTok,Why Choose Us,22531,435,224.49,725,8,646.74
2024-02-15,Brand Awareness,Display,Google Display Network,Hero Brand,638,129381,503.51,510,5,399.98
2024-02-15,Brand Awareness,Display,Google Display Network,Our Story,133170,673,520.72,599,9,584.82
2024-02-15,BrandAwareness,Display,GDN,Why Choose Us,598,144509,581.8,607,7,508.25
2024-02-15,Brand Awareness,Display Ads,The Trade Desk,Hero Brand,81503,396,323.71,357,3,191.41
2024-02-15,Brand Awareness,Display,The Trade Desk,Our Story,74413,331,302.74,441,3,209.69
2024-02-15,Brand Awareness,Display,TTD,Why Choose Us,90972,523,361.69,398,6,418.21
2024-02-15,Brand Awareness,Email,mailchimp,Hero Brand,20850,3714,31.54,1730,186,18924.56
02.15.2024,Brand Awareness,Email,Mailchimp,Our Story,3358,19233,30.230005570924618,1500,134.0,12133.07
2024-02-15,Brand Awareness,Email,mailchimp,Why Choose Us,18561,4023,28.55,1746,123,12121.55
2024-02-15,Brand Awareness,EMAIL,Klaviyo,Hero Brand,16464,2989,24.08,1025,137,13489.600001321602
2024-02-15,Brand Awareness,Email,Klaviyo,Our Story,3893,15998,22.96,1452,188,19985.92
2024-02-15,Brand Awareness,Email,Klaviyo,Why Choose Us,16329,3144,23.28,1171,171,14277.55
